,item,predictions,cosine_predicted
101,academy,Cinemas and Events,[0.80261287]
102,academy,Daycare and Pre-School,[0.80239891]
103,academy,Beauty,[0.80118577]
104,academy,Parenting,[0.80100831]
105,academy,Wedding,[0.80042284]
106,academy,Space and Astronomy,[0.79965105]
107,academy,Apartments,[0.79912305]
108,academy,Fine Art,[0.79839748]
109,academy,Media Industry,[0.79838461]
110,academy,Wellness,[0.79730088]
111,academy,Dating,[0.79713632]
112,academy,Houses,[0.79620121]
113,academy,Outdoor Activities,[0.79587826]
114,academy,Travel,[0.79562097]
115,academy,Awards Shows,[0.79416361]
116,academy,Theater Venues and Events,[0.79182634]
117,academy,Zoos & Aquariums,[0.7917665]
118,academy,Fitness and Exercise,[0.79114833]
119,academy,Coupe,[0.7908596]
120,academy,Birds,[0.79026017]
121,academy,Books and Literature,[0.79024709]
122,academy,Parks & Nature,[0.78847922]
123,academy,Cooking,[0.78799267]
124,academy,Automotive,[0.78747067]
125,academy,Convertible,[0.78557189]
126,academy,Healthy Living,[0.78542144]
127,academy,Television,[0.78503508]
128,accessory,Makeup and Accessories,[0.85467675]
129,accessory,Travel Accessories,[0.83676618]
130,accessory,Auto Parts,[0.81863294]
131,accessory,Convertible,[0.81764786]
132,accessory,Automotive,[0.81209696]
133,accessory,Shopping,[0.80431646]
134,accessory,Home Appliances,[0.80416501]
135,accessory,Style & Fashion,[0.80064526]
136,accessory,SUV,[0.80002124]
137,accessory,Household Supplies,[0.79736653]
138,accessory,Women's Clothing,[0.7964656]
139,accessory,Beauty,[0.79591709]
140,accessory,Auto Type,[0.79563556]
141,accessory,Auto Repair,[0.79474095]
142,accessory,Men's Clothing,[0.79264093]
143,accessory,Coupe,[0.79199456]
144,accessory,Consumer Electronics,[0.79174333]
145,accessory,Hair Care,[0.79145032]
146,accessory,Road-Side Assistance,[0.79143486]
147,accessory,Women's Handbags and Wallets,[0.79082529]
148,accessory,Women's Jewelry and Watches,[0.79059555]
149,accessory,Sports,[0.79042563]
150,accessory,Home Improvement,[0.78948837]
151,accessory,Travel,[0.78873924]
152,accessory,Apparel Industry,[0.78724944]
153,accessory,Outdoor Activities,[0.78674932]
154,accessory,Holiday Shopping,[0.78645833]
155,accessory,Musical Instruments,[0.78637593]
156,accessory,Reptiles,[0.78515629]
157,accident,SUV,[0.81162801]
158,accident,Road-Side Assistance,[0.80982198]
159,accident,Auto Repair,[0.80489075]
160,accident,Automotive,[0.80312848]
161,accident,Coupe,[0.80248793]
162,accident,Auto Type,[0.8019411]
163,accident,Minivan,[0.80036305]
164,accident,Wedding,[0.79940129]
165,accident,Graduation,[0.79914926]
166,accident,Travel,[0.79768977]
167,accident,Camping,[0.79766588]
168,accident,Shopping,[0.79511679]
169,accident,Station Wagon,[0.79433845]
170,accident,Sports,[0.79388765]
171,accident,Auto Parts,[0.79324256]
172,accident,Science,[0.79044528]
173,accident,Commercial Trucks,[0.78992512]
174,accident,Parenting,[0.78763889]
175,accident,Air Travel,[0.78757497]
176,accident,Pickup Trucks,[0.78727514]
177,accident,Dating,[0.78593015]
178,accident,Motorcycles,[0.78551066]
179,accordion,Musical Instruments,[0.83588418]
180,accordion,Travel,[0.8204461]
181,accordion,Sports,[0.82006416]
182,accordion,Convertible,[0.81959376]
183,accordion,Music and Audio,[0.81111698]
184,accordion,Beauty,[0.80975988]
185,accordion,Dating,[0.80720215]
186,accordion,Shopping,[0.80682556]
187,accordion,Card Games,[0.80595905]
188,accordion,Prom,[0.80581762]
189,accordion,Desktops,[0.80568143]
190,accordion,Movies,[0.80523426]
191,accordion,Education,[0.80226843]
192,accordion,Pets,[0.79987858]
193,accordion,Concerts & Music Events,[0.79769153]
194,accordion,Coupe,[0.79731301]
195,accordion,Science,[0.79681342]
196,accordion,Games and Puzzles,[0.79065949]
197,accordion,Birds,[0.79035317]
198,accordion,Board Games and Puzzles,[0.78966356]
199,accordion,Birthday,[0.78918967]
200,accordion,Laptops,[0.78897288]
201,accordion,Cats,[0.78746144]
202,accordion,Travel Accessories,[0.78576056]
203,accordion,Van,[0.78512585]
204,acorn,Birds,[0.8243441]
205,acorn,Cats,[0.81025655]
206,acorn,SUV,[0.7962818]
207,acorn,Coupe,[0.79609857]
208,acorn,Dogs,[0.79107941]
209,acorn,Beauty,[0.78651584]
210,acorn,Graduation,[0.78575813]
211,acrylic paint,Fine Art,[0.80411861]
212,acrylic paint,Nail Care,[0.80060844]
213,acrylic paint,Makeup and Accessories,[0.78635]
214,act,Sports,[0.83988876]
215,act,Movies,[0.83698012]
216,act,Prom,[0.83528023]
217,act,Science,[0.83177557]
218,act,Education,[0.82895575]
219,act,Travel,[0.8282076]
220,act,Shopping,[0.82782734]
221,act,Dating,[0.81818719]
222,act,Convertible,[0.81219717]
223,act,Beauty,[0.81067972]
224,act,Outdoor Activities,[0.80435654]
225,act,Pets,[0.8018118]
226,act,Pop Culture,[0.79877379]
227,act,Graduation,[0.79732141]
228,act,Fine Art,[0.79339835]
229,act,Television,[0.79285237]
230,act,Style & Fashion,[0.79276829]
231,act,Camping,[0.79275269]
232,act,Comedy Events,[0.79098426]
233,act,Parenting,[0.78961583]
234,act,Technology & Computing,[0.78948866]
235,act,SUV,[0.78939135]
236,act,Fitness and Exercise,[0.78927474]
237,act,Technology Industry,[0.78883163]
238,act,Cooking,[0.7884474]
239,act,Auto Type,[0.78774245]
240,act,Theater Venues and Events,[0.78574841]
241,act,Entertainment Industry,[0.78561362]
242,act,Auto Shows,[0.78506613]
243,action,Sports,[0.84094903]
244,action,Movies,[0.84027209]
245,action,Shopping,[0.83587503]
246,action,Travel,[0.83153304]
247,action,Science,[0.82831578]
248,action,Education,[0.82762085]
249,action,Prom,[0.81835421]
250,action,Dating,[0.81545832]
251,action,Outdoor Activities,[0.81183806]
252,action,Beauty,[0.81034122]
253,action,Convertible,[0.80895705]
254,action,Parenting,[0.80169534]
255,action,Pets,[0.79820461]
256,action,Cooking,[0.79334351]
257,action,Dining Out,[0.79181545]
258,action,Graduation,[0.79149085]
259,action,Shaving,[0.79084993]
260,action,Camping,[0.78983984]
261,action,Desktops,[0.78849061]
262,action,Video Gaming,[0.78788843]
263,action,Wellness,[0.78778763]
264,action,SUV,[0.78704417]
265,action,Air Travel,[0.78681716]
266,action,Grocery Shopping,[0.78649356]
267,action,Birds,[0.78616218]
268,action,Rail Travel,[0.78558662]
269,action film,Movies,[0.85680168]
270,action film,Video Gaming,[0.80465638]
271,action film,Pop Culture,[0.80246041]
272,action film,Entertainment Industry,[0.80067046]
273,action film,Cinemas and Events,[0.79850055]
274,action film,Fine Art,[0.79674671]
275,action film,Television,[0.79523844]
276,action film,Sports,[0.79503996]
277,action film,Media Industry,[0.79499104]
278,action film,Comedy Events,[0.79459881]
279,action film,Auto Shows,[0.79364614]
280,action film,SUV,[0.79149711]
281,action film,Air Travel,[0.78919692]
282,action film,Outdoor Activities,[0.7883008]
283,action film,Science,[0.78618516]
284,activity,Sports,[0.85661575]
285,activity,Outdoor Activities,[0.85359567]
286,activity,Travel,[0.84634824]
287,activity,Shopping,[0.84291343]
288,activity,Education,[0.83972274]
289,activity,Science,[0.83525898]
290,activity,Dating,[0.82953243]
291,activity,Movies,[0.8281876]
292,activity,Fitness and Exercise,[0.82618902]
293,activity,Prom,[0.82379941]
294,activity,Beauty,[0.81542875]
295,activity,Convertible,[0.811458]
296,activity,Wellness,[0.81073182]
297,activity,Camping,[0.8084787]
298,activity,Hobbies & Interests,[0.80719518]
299,activity,Healthy Living,[0.80573071]
300,activity,Cooking,[0.80314828]
301,activity,Gardening,[0.80158825]
302,activity,Pets,[0.80021651]
303,activity,Parenting,[0.79966669]
304,activity,Graduation,[0.79869105]
305,activity,Events and Attractions,[0.79452012]
306,activity,Dining Out,[0.79424401]
307,activity,Games and Puzzles,[0.79360519]
308,activity,Parks & Nature,[0.79315174]
309,activity,Holiday Shopping,[0.78924683]
310,activity,Technology & Computing,[0.78861255]
311,activity,Board Games and Puzzles,[0.78814681]
312,activity,Family and Relationships,[0.78799911]
313,activity,Landscaping,[0.78704377]
314,activity,Medical Health,[0.7864515]
315,activity,Cruises,[0.78581993]
316,activity,Space and Astronomy,[0.78579354]
317,activity,Birthday,[0.78538281]
318,activity,Grocery Shopping,[0.78502075]
319,actor,Movies,[0.87753842]
320,actor,Sports,[0.83202393]
321,actor,Beauty,[0.8272991]
322,actor,Education,[0.82600505]
323,actor,Travel,[0.82268626]
324,actor,Dating,[0.82006772]
325,actor,Convertible,[0.81949781]
326,actor,Prom,[0.81656906]
327,actor,Science,[0.8153616]
328,actor,Shopping,[0.8099985]
329,actor,Pets,[0.8080784]
330,actor,Entertainment Industry,[0.80739805]
331,actor,Television,[0.80450004]
332,actor,Pop Culture,[0.79936868]
333,actor,Comedy Events,[0.79711427]
334,actor,Birthday,[0.79520898]
335,actor,Media Industry,[0.79474342]
336,actor,Outdoor Activities,[0.79215168]
337,actor,Birds,[0.79132606]
338,actor,Graduation,[0.78928804]
339,actor,Theater Venues and Events,[0.78911086]
340,actor,Parenting,[0.7888475]
341,actor,SUV,[0.78870691]
342,actor,Minivan,[0.78838247]
343,actor,Style & Fashion,[0.78763547]
344,actor,Camping,[0.78727849]
345,actor,Cinemas and Events,[0.78694589]
346,actor,Family and Relationships,[0.78665856]
347,actor,Cooking,[0.78587913]
348,adaptation,Parenting,[0.81340845]
349,adaptation,Graduation,[0.81039327]
350,adaptation,Convertible,[0.80281495]
351,adaptation,Wellness,[0.80213029]
352,adaptation,Science,[0.7997638]
353,adaptation,Cooking,[0.79667035]
354,adaptation,Travel,[0.79628783]
355,adaptation,Shopping,[0.79570051]
356,adaptation,Camping,[0.79565876]
357,adaptation,Education,[0.79518366]
358,adaptation,Sports,[0.79070275]
359,adaptation,Healthy Living,[0.79065383]
360,adaptation,Dating,[0.79025719]
361,adaptation,Home Improvement,[0.78979296]
362,adaptation,Movies,[0.78739034]
363,adaptation,Wedding,[0.78714694]
364,adaptation,Television,[0.78577093]
365,adaptation,Gardening,[0.78515268]
366,add,Dating,[0.80392617]
367,add,Shopping,[0.80262044]
368,add,Convertible,[0.79870372]
369,add,Prom,[0.79409315]
370,add,Movies,[0.79056935]
371,add,Beauty,[0.78900901]
372,add,Sports,[0.78780188]
373,add,Travel,[0.78778291]
374,add,Education,[0.78608462]
375,add,Science,[0.78564551]
376,adhesive tape,Auto Repair,[0.78758613]
377,adhesive tape,Home Improvement,[0.78674575]
378,adjust,Convertible,[0.81762801]
379,adjust,Travel,[0.81158078]
380,adjust,Beauty,[0.80251421]
381,adjust,Shopping,[0.79261646]
382,adjust,Dating,[0.79091661]
383,adjust,Education,[0.79007885]
384,adjust,Sports,[0.78827359]
385,adjust,Auto Type,[0.7873971]
386,adult,Dating,[0.84304874]
387,adult,Education,[0.83361563]
388,adult,Beauty,[0.82608445]
389,adult,Sports,[0.82319306]
390,adult,Travel,[0.82157212]
391,adult,Parenting,[0.81681963]
392,adult,Movies,[0.81532164]
393,adult,Shopping,[0.81170602]
394,adult,Science,[0.81000291]
395,adult,Convertible,[0.80917759]
396,adult,Birthday,[0.80716377]
397,adult,Prom,[0.80638425]
398,adult,Graduation,[0.8044518]
399,adult,Wedding,[0.79886137]
400,adult,Single Life,[0.79762757]
401,adult,Family and Relationships,[0.7961893]
402,adult,Outdoor Activities,[0.79477894]
403,adult,College Education,[0.79444631]
404,adult,Pets,[0.79428795]
405,adult,Children's Games and Toys,[0.79296434]
406,adult,Birds,[0.78871765]
407,adult,Camping,[0.78824687]
408,adult,Automotive,[0.78815326]
409,adult,Hobbies & Interests,[0.78735562]
410,adult,Wellness,[0.78732894]
411,adult,Medical Health,[0.7862195]
412,adult,Healthy Living,[0.78612083]
413,adult,Men's Clothing,[0.78609913]
414,adventure,Travel,[0.84885052]
415,adventure,Outdoor Activities,[0.84671865]
416,adventure,Camping,[0.83968369]
417,adventure,Cruises,[0.82866976]
418,adventure,Science,[0.82712142]
419,adventure,Sports,[0.82686357]
420,adventure,Travel Locations,[0.82331773]
421,adventure,Travel Accessories,[0.82330537]
422,adventure,Africa Travel,[0.82200698]
423,adventure,Beach Travel,[0.8215906]
424,adventure,Games and Puzzles,[0.81996613]
425,adventure,Shopping,[0.819616]
426,adventure,Air Travel,[0.81827222]
427,adventure,Polar Travel,[0.81745913]
428,adventure,Asia Travel,[0.81657399]
429,adventure,South America Travel,[0.81519407]
430,adventure,Europe Travel,[0.81059609]
431,adventure,Board Games and Puzzles,[0.80902118]
432,adventure,Dating,[0.80890031]
433,adventure,SUV,[0.80714786]
434,adventure,Minivan,[0.80687011]
435,adventure,Parks & Nature,[0.80683681]
436,adventure,Rail Travel,[0.80643541]
437,adventure,Movies,[0.8062572]
438,adventure,North America Travel,[0.80590479]
439,adventure,Wellness,[0.80553225]
440,adventure,Video Gaming,[0.80411807]
441,adventure,Beauty,[0.80373665]
442,adventure,Hobbies & Interests,[0.80367094]
443,adventure,Parenting,[0.80314036]
444,adventure,Motorcycles,[0.80301807]
445,adventure,Australia and Oceania Travel,[0.80272706]
446,adventure,Gardening,[0.80254447]
447,adventure,Education,[0.80174324]
448,adventure,Events and Attractions,[0.80095754]
449,adventure,Books and Literature,[0.79966739]
450,adventure,Wedding,[0.79896141]
451,adventure,Religion & Spirituality,[0.79881774]
452,adventure,Casinos & Gambling,[0.79756804]
453,adventure,Space and Astronomy,[0.79742431]
454,adventure,Graduation,[0.79693807]
455,adventure,Cooking,[0.79508292]
456,adventure,Card Games,[0.79277422]
457,adventure,Automotive,[0.79271286]
458,adventure,Comedy Events,[0.79202584]
459,adventure,Coupe,[0.79196717]
460,adventure,Holiday Shopping,[0.79033167]
461,adventure,Television,[0.78994395]
462,adventure,Dining Out,[0.78992604]
463,adventure,Children's Games and Toys,[0.78986604]
464,adventure,Single Life,[0.78975488]
465,adventure,Family and Relationships,[0.78948729]
466,adventure,Prom,[0.78890068]
467,adventure,Cats,[0.78804208]
468,adventure,Style & Fashion,[0.78797648]
469,adventure,Entertainment Industry,[0.78776155]
470,adventure,Home & Garden,[0.78772618]
471,adventure,Luxury Cars,[0.78769095]
472,adventure,Convertible,[0.78721822]
473,adventure,Landscaping,[0.78635883]
474,adventure,Home Entertaining,[0.78603268]
475,adventure,Pop Culture,[0.78513275]
476,advertisement,Prom,[0.86347485]
477,advertisement,Shopping,[0.84259363]
478,advertisement,Travel,[0.8405038]
479,advertisement,Education,[0.83278206]
480,advertisement,Sports,[0.83076712]
481,advertisement,Dating,[0.82873837]
482,advertisement,Movies,[0.82353787]
483,advertisement,Beauty,[0.82208745]
484,advertisement,Convertible,[0.82000137]
485,advertisement,Science,[0.819003]
486,advertisement,Television,[0.81415767]
487,advertisement,Camping,[0.81183344]
488,advertisement,Commercial Trucks,[0.80767001]
489,advertisement,Holiday Shopping,[0.80565889]
490,advertisement,Media Industry,[0.80547256]
491,advertisement,Auto Shows,[0.8050493]
492,advertisement,Apartments,[0.80450675]
493,advertisement,Home & Garden,[0.80436402]
494,advertisement,Pets,[0.80414159]
495,advertisement,Wedding,[0.80246615]
496,advertisement,Outdoor Activities,[0.80236462]
497,advertisement,Home Entertaining,[0.80233032]
498,advertisement,Real Estate,[0.80218743]
499,advertisement,Automotive,[0.80208103]
500,advertisement,Minivan,[0.80041209]
501,advertisement,Birthday,[0.80019838]
502,advertisement,SUV,[0.79854669]
503,advertisement,Landscaping,[0.79823713]
504,advertisement,Home Appliances,[0.7980762]
505,advertisement,Auto Rentals,[0.79799391]
506,advertisement,Fashion Events,[0.79784804]
507,advertisement,Gardening,[0.79754507]
508,advertisement,Dining Out,[0.79747268]
509,advertisement,Cooking,[0.79738963]
510,advertisement,Games and Puzzles,[0.79706096]
511,advertisement,Retail Property,[0.79684398]
512,advertisement,Cruises,[0.79669728]
513,advertisement,Events and Attractions,[0.7964896]
514,advertisement,Graduation,[0.79597955]
515,advertisement,Pop Culture,[0.79562678]
516,advertisement,Consumer Electronics,[0.79562158]
517,advertisement,Smartphones,[0.79550655]
518,advertisement,Style & Fashion,[0.79508129]
519,advertisement,Travel Accessories,[0.794816]
520,advertisement,Food & Drink,[0.79477713]
521,advertisement,Board Games and Puzzles,[0.7943508]
522,advertisement,Wellness,[0.79359336]
523,advertisement,Grocery Shopping,[0.79345998]
524,advertisement,Entertainment Industry,[0.7933425]
525,advertisement,Parenting,[0.79316533]
526,advertisement,Hobbies & Interests,[0.79312303]
527,advertisement,Air Travel,[0.79300098]
528,advertisement,Healthy Living,[0.79267725]
529,advertisement,Fine Art,[0.79247859]
530,advertisement,Books and Literature,[0.79246619]
531,advertisement,Home Improvement,[0.79221936]
532,advertisement,Birds,[0.79186958]
533,advertisement,Desktops,[0.79091729]
534,advertisement,Barbecues and Grilling,[0.79071437]
535,advertisement,Station Wagon,[0.7905376]
536,advertisement,Office Property,[0.79034556]
537,advertisement,Casinos & Gambling,[0.79026509]
538,advertisement,Green Vehicles,[0.79024535]
539,advertisement,Shaving,[0.79005462]
540,advertisement,Luxury Cars,[0.7898787]
541,advertisement,Religion & Spirituality,[0.78981369]
542,advertisement,Hotel Properties,[0.78948353]
543,advertisement,Land and Farms,[0.78904994]
544,advertisement,Houses,[0.78898042]
545,advertisement,Business and Finance,[0.78878954]
546,advertisement,Deodorant and Antiperspirant,[0.78872695]
547,advertisement,Parks & Nature,[0.78865547]
548,advertisement,Travel Locations,[0.78857582]
549,advertisement,Van,[0.78838057]
550,advertisement,Perfume and Fragrance,[0.78826032]
551,advertisement,Coupe,[0.7880302]
552,advertisement,Motorcycles,[0.78795411]
553,advertisement,Auto Parts,[0.78783278]
554,advertisement,Space and Astronomy,[0.78754908]
555,advertisement,Malls & Shopping Centers,[0.78700635]
556,advertisement,Family and Relationships,[0.78697441]
557,advertisement,Road-Side Assistance,[0.78678652]
558,advertisement,Comedy Events,[0.78669155]
559,advertisement,Bath and Shower,[0.78648825]
560,advertisement,Children's Games and Toys,[0.78633278]
561,advertisement,Concerts & Music Events,[0.7862266]
562,advertisement,Video Gaming,[0.78565278]
563,advertisement,College Education,[0.78560749]
564,advertisement,Technology Industry,[0.78560331]
565,advertisement,Beach Travel,[0.78545694]
566,advertisement,Men's Clothing,[0.78538766]
567,advertisement,Retail Industry,[0.78519033]
568,advertisement,Food Industry,[0.78515469]
569,advertisement,Makeup and Accessories,[0.78505186]
570,antenna,Television,[0.84320022]
571,antenna,Consumer Electronics,[0.80930292]
572,antenna,Home Appliances,[0.80306381]
573,antenna,Smartphones,[0.80273704]
574,antenna,SUV,[0.79832639]
575,antenna,Station Wagon,[0.79656025]
576,antenna,Birds,[0.79527469]
577,antenna,Laptops,[0.7937495]
578,antenna,Coupe,[0.79249604]
579,antenna,Minivan,[0.79200015]
580,antenna,Convertible,[0.79185758]
581,antenna,Desktops,[0.79170047]
582,antenna,Auto Parts,[0.79032294]
583,antenna,Auto Shows,[0.78947196]
584,antenna,Camping,[0.78898595]
585,antenna,Beauty,[0.78892424]
586,antenna,Space and Astronomy,[0.7881936]
587,antenna,Science,[0.78796944]
588,antenna,Auto Repair,[0.78759535]
589,antenna,Sports,[0.78709015]
590,antenna,Road-Side Assistance,[0.7866389]
591,antenna,Deodorant and Antiperspirant,[0.78633927]
592,antenna,Apartments,[0.78530637]
593,aerobics,Fitness and Exercise,[0.8500998]
594,aerobics,Sports,[0.82298146]
595,aerobics,Outdoor Activities,[0.82213882]
596,aerobics,Healthy Living,[0.80851217]
597,aerobics,Gardening,[0.80659639]
598,aerobics,Wellness,[0.80487148]
599,aerobics,Air Travel,[0.79964523]
600,aerobics,Camping,[0.79668064]
601,aerobics,Cooking,[0.79563422]
602,aerobics,Shopping,[0.79242049]
603,aerobics,Hobbies & Interests,[0.78945002]
604,aerobics,Games and Puzzles,[0.78938667]
605,aerobics,Automotive,[0.78776619]
606,aerobics,Science,[0.78511486]
607,spray can,SUV,[0.80815067]
608,spray can,Automotive,[0.80569714]
609,spray can,Bath and Shower,[0.80395824]
610,spray can,Deodorant and Antiperspirant,[0.80391765]
611,spray can,Auto Repair,[0.80374724]
612,spray can,Coupe,[0.80302755]
613,spray can,Perfume and Fragrance,[0.80227564]
614,spray can,Minivan,[0.80165357]
615,spray can,Commercial Trucks,[0.80077483]
616,spray can,Auto Parts,[0.79932923]
617,spray can,Shaving,[0.79830233]
618,spray can,Household Supplies,[0.79813066]
619,spray can,Camping,[0.79482856]
620,spray can,Convertible,[0.79424483]
621,spray can,Auto Type,[0.79328534]
622,spray can,Hair Care,[0.79221141]
623,spray can,Home Appliances,[0.79032695]
624,spray can,Auto Body Styles,[0.78942257]
625,spray can,Pickup Trucks,[0.78903096]
626,spray can,Nail Care,[0.78845529]
627,spray can,Green Vehicles,[0.78835613]
628,spray can,Laptops,[0.78790068]
629,spray can,Station Wagon,[0.78682227]
630,spray can,Desktops,[0.78542999]
631,spray can,Beauty,[0.78517238]
632,spray can,Travel Accessories,[0.78511312]
633,afro,Africa Travel,[0.82594976]
634,afro,Beauty,[0.80882031]
635,afro,Hair Care,[0.8066368]
636,afro,Dating,[0.79290929]
637,afro,Education,[0.79269326]
638,afro,Travel,[0.79233244]
639,afro,South America Travel,[0.79180771]
640,afro,Birds,[0.79145621]
641,afro,SUV,[0.79123798]
642,afro,Pop Culture,[0.79105448]
643,afro,Coupe,[0.79095652]
644,afro,Science,[0.78985976]
645,afro,Fine Art,[0.78889343]
646,afro,Sports,[0.78775785]
647,afro,Asia Travel,[0.78747045]
648,afro,Shopping,[0.78714615]
649,afro,Shaving,[0.78708123]
650,afro,Cats,[0.78574857]
651,afro,Style & Fashion,[0.78525322]
652,agriculture,Gardening,[0.86962428]
653,agriculture,Land and Farms,[0.84566632]
654,agriculture,Landscaping,[0.84363861]
655,agriculture,Food Industry,[0.83774373]
656,agriculture,Automotive,[0.83581764]
657,agriculture,Science,[0.83548205]
658,agriculture,Sports,[0.8334516]
659,agriculture,Cooking,[0.83296128]
660,agriculture,Shopping,[0.82886693]
661,agriculture,Automotive Industry,[0.82847029]
662,agriculture,Education,[0.82745931]
663,agriculture,Technology Industry,[0.82717373]
664,agriculture,Religion & Spirituality,[0.82267389]
665,agriculture,Real Estate,[0.8197192]
666,agriculture,Camping,[0.81939168]
667,agriculture,Education industry,[0.81937343]
668,agriculture,Retail Industry,[0.81555051]
669,agriculture,Technology & Computing,[0.81421673]
670,agriculture,Parenting,[0.81343316]
671,agriculture,Business and Finance,[0.81315004]
672,agriculture,Books and Literature,[0.81202549]
673,agriculture,Home & Garden,[0.81104119]
674,agriculture,Grocery Shopping,[0.81081958]
675,agriculture,Space and Astronomy,[0.81053508]
676,agriculture,Hospitality Industry,[0.8083808]
677,agriculture,Food & Drink,[0.80748725]
678,agriculture,Outdoor Activities,[0.80645064]
679,agriculture,Aviation Industry,[0.80601307]
680,agriculture,World Cuisines,[0.80529077]
681,agriculture,Entertainment Industry,[0.80495549]
682,agriculture,Logistics and Transportation Industry,[0.80477659]
683,agriculture,Media Industry,[0.80463212]
684,agriculture,Primary Education,[0.80333868]
685,agriculture,Apparel Industry,[0.80320743]
686,agriculture,Travel,[0.79976633]
687,agriculture,Style & Fashion,[0.79819811]
688,agriculture,Houses,[0.7968365]
689,agriculture,Healthcare Industry,[0.79601468]
690,agriculture,Wellness,[0.79567624]
691,agriculture,College Education,[0.79543916]
692,agriculture,Dating,[0.79497316]
693,agriculture,Healthy Living,[0.79456976]
694,agriculture,Africa Travel,[0.79309518]
695,agriculture,Telecommunications Industry,[0.79291759]
696,agriculture,Graduation,[0.79288646]
697,agriculture,Green Vehicles,[0.79279642]
698,agriculture,Parks & Nature,[0.7919953]
699,agriculture,Wedding,[0.79197107]
