,item,predictions,cosine_predicted
88,Motorbike,Automotive Industry,0.8220888427551533
89,Motorbike,Luxury Cars,0.8220286594465912
90,Motorbike,Air Travel,0.82150579925841
91,Motorbike,Rail Travel,0.8209615117410146
92,Wheel,Travel,0.8763312693148397
93,Wheel,Coupe,0.8726142093350514
94,Wheel,Automotive,0.8726142093350514
95,Wheel,Station Wagon,0.8433971931284455
96,Wheel,Van,0.8417824707489105
97,Wheel,SUV,0.8291992816501953
98,Wheel,Business and Finance,0.8246686805331751
99,Wheel,Birthday,0.8240119590588044
100,Wheel,Motorcycles,0.8236241499176868
101,Wheel,Healthy Living,0.8225180837305592
102,Wheel,Prom,0.8219455170314764
103,Wheel,Pickup Trucks,0.8190884675620139
104,Wheel,Commercial Trucks,0.8138409927894671
105,Wheel,Media Industry,0.8124973583385179
106,Wheel,Travel Accessories,0.812462797458923
107,convertible,Convertible,0.9077280283872271
108,convertible,Minivan,0.8442130295316695
109,convertible,Auto Type,0.8378720655985392
110,convertible,Coupe,0.8358714051100924
111,convertible,Automotive,0.8358714051100924
112,convertible,Station Wagon,0.8351448911106067
113,convertible,Auto Body Styles,0.8305859450951862
114,convertible,Commercial Trucks,0.8244665460157199
115,convertible,Green Vehicles,0.8196459099845412
116,convertible,Auto Repair,0.8184859552492446
117,convertible,Auto Parts,0.8161642441953573
118,convertible,Luxury Cars,0.8137569521367476
119,convertible,Automotive Industry,0.8124739334135209
120,convertible,Auto Rentals,0.8041356084223945
121,convertible,Auto Shows,0.8038729453297777
122,Acoustic guitar,Musical Instruments,0.8852981146832861
123,Acoustic guitar,Music and Audio,0.8265893322635476
124,Acoustic guitar,Consumer Electronics,0.8240169391213222
125,Acoustic guitar,Travel Accessories,0.8063209599684246
126,Acoustic guitar,Fine Art,0.8012855249831436
127,Acoustic guitar,Hobbies & Interests,0.783483534917686
128,Acoustic guitar,Technology & Computing,0.7730388650118102
129,Acoustic guitar,Travel,0.8018153046653711
130,auto_showroom,Auto Shows,0.9117273044785971
131,auto_showroom,Automotive Industry,0.8926880718209367
132,auto_showroom,Auto Repair,0.877686245169253
133,auto_showroom,Auto Parts,0.8720348786219081
134,auto_showroom,Auto Type,0.8713428476405909
135,auto_showroom,Auto Body Styles,0.8708983910899097
136,auto_showroom,Auto Rentals,0.8489325565193723
137,auto_showroom,Retail Industry,0.8466843748586197
138,auto_showroom,Coupe,0.8446060399263619
139,auto_showroom,Automotive,0.8446060399263619
140,auto_showroom,Retail Property,0.8419512888408159
141,auto_showroom,Luxury Cars,0.8363062826060123
142,auto_showroom,Minivan,0.834618568498718
143,auto_showroom,Commercial Trucks,0.8316462556962199
144,auto_showroom,Green Vehicles,0.8311573874271281
145,auto_showroom,Shopping,0.8250092337057406
146,passenger car,Commercial Trucks,0.8867733089321652
147,passenger car,Coupe,0.8820270438662277
148,passenger car,Automotive,0.8820270438662277
149,passenger car,Minivan,0.8754191417944939
150,passenger car,Auto Type,0.8745865870676983
151,passenger car,Auto Body Styles,0.8665799954251778
152,passenger car,Station Wagon,0.8630298216434061
153,passenger car,Automotive Industry,0.8553953296830092
154,passenger car,Auto Repair,0.853233298850827
155,passenger car,Auto Rentals,0.8526207172335072
156,passenger car,Green Vehicles,0.8521265212159952
157,passenger car,SUV,0.8513353142080412
158,passenger car,Auto Parts,0.8478738856764318
159,passenger car,Luxury Cars,0.8373087044085894
160,passenger car,Pickup Trucks,0.8313241241655983
161,passenger car,Road-Side Assistance,0.8259831949209591
162,passenger car,Convertible,0.8252602896001651
163,passenger car,Rail Travel,0.8242004082514165
164,passenger car,Van,0.8233275383549812
165,pickup,Coupe,0.869698119049874
166,pickup,Automotive,0.869698119049874
167,pickup,Travel,0.8688487569891974
168,pickup,Shopping,0.859668941120563
169,pickup,Prom,0.8577882080010367
170,pickup,Birthday,0.8539478505738479
171,pickup,Business and Finance,0.8519681532012995
172,pickup,Van,0.8493062706262609
173,pickup,SUV,0.8486276032905458
174,pickup,Convertible,0.8482077959602629
175,pickup,Commercial Trucks,0.8462469281350333
176,pickup,Auto Rentals,0.8444436070119526
177,pickup,Healthy Living,0.8433538038697044
178,pickup,Station Wagon,0.8428530068247336
179,pickup,Minivan,0.841563156589188
180,pickup,Pickup Trucks,0.8381078298082302
181,pickup,Road-Side Assistance,0.837314489722611
182,pickup,Auto Repair,0.8341899393453728
183,pickup,Dating,0.8319788330840271
184,pickup,Auto Type,0.8307079578487224
185,pickup,Education,0.8292177139675415
186,pickup,Logistics and Transportation Industry,0.8288412267382164
187,pickup,Beauty,0.8286887442651036
188,pickup,Media Industry,0.8277157208270095
189,pickup,Sports,0.8245779624824136
190,pickup,Science,0.8235697614113868
191,pickup,Travel Accessories,0.8220461662513366
192,pickup,Green Vehicles,0.8214115095147398
193,pickup,Dogs,0.8211438505976372
194,pickup,Camping,0.8203082205809349
195,pickup,Auto Parts,0.820173448445869
196,pickup,Movies,0.8201486010526724
197,Truck,SUV,0.9999999999999987
198,Truck,Pickup Trucks,0.9497706547758059
199,Truck,Commercial Trucks,0.8953945187857957
200,Truck,Coupe,0.8934119839510439
201,Truck,Automotive,0.8934119839510439
202,Truck,Station Wagon,0.8873521624383471
203,Truck,Minivan,0.8818399462668666
204,Truck,Auto Type,0.8484569571917666
205,Truck,Logistics and Transportation Industry,0.8466224949796368
206,Truck,Auto Repair,0.8427094790370849
207,Truck,Auto Body Styles,0.8426573193563702
208,Truck,Green Vehicles,0.8406588359205592
209,Truck,Van,0.8394018869006301
210,Truck,Road-Side Assistance,0.8386575121669007
211,Truck,Motorcycles,0.8384276647071078
212,Truck,Travel Accessories,0.8367214893602872
213,Truck,Automotive Industry,0.8339021442737997
214,Truck,Travel,0.8315434280478421
215,Truck,Auto Rentals,0.8294817036751718
216,Truck,Large Animals,0.826054705036905
217,Truck,Rail Travel,0.8244283667635173
218,Truck,Luxury Cars,0.8236437245033591
219,Truck,Camping,0.8225421784034112
220,Truck,Auto Parts,0.821282927548374
221,Truck,Prom,0.8210094121330608
222,Car,Coupe,0.9186672429817229
223,Car,Automotive,0.9186672429817229
224,Car,Auto Type,0.8775613933602316
225,Car,Auto Repair,0.8651004763821317
226,Car,Van,0.8541745522063332
227,Car,Auto Body Styles,0.8523537389578915
228,Car,Auto Parts,0.8498050883105612
229,Car,Automotive Industry,0.8496080786636373
230,Car,SUV,0.8463487002755722
231,Car,Travel,0.8443236295650389
232,Car,Auto Rentals,0.8422492226244954
233,Car,Commercial Trucks,0.8412972635771852
234,Car,Station Wagon,0.8399736782507878
235,Car,Birthday,0.8310688963328573
236,Car,Minivan,0.8309922861282418
237,Car,Green Vehicles,0.8261823984786858
238,Car,Sports,0.825876300547582
239,Car,Business and Finance,0.8251804266381183
240,Car,Media Industry,0.8234061698693391
241,Car,Beauty,0.8233484045079119
242,Car,Pickup Trucks,0.8231991848802942
243,Car,Luxury Cars,0.8217552796832863
244,Car,Convertible,0.821523511850283
245,Car,Shopping,0.8212982875552786
246,Tire,Coupe,0.8584852793741315
247,Tire,Automotive,0.8584852793741315
248,Tire,SUV,0.858402729611041
249,Tire,Station Wagon,0.8342143435389697
250,Tire,Auto Repair,0.8331251734692878
251,Tire,Travel,0.8315532956136318
252,Tire,Auto Type,0.8310265802490837
253,Tire,Auto Parts,0.8279708407906864
254,Tire,Pickup Trucks,0.8265319473540653
255,Tire,Prom,0.8233566329392836
256,Tire,Automotive Industry,0.8195972640688902
257,Tire,Medical Health,0.8195114235329171
258,Tire,Motorcycles,0.8165137388967321
259,Tire,Road-Side Assistance,0.8164913294165965
260,Tire,Travel Accessories,0.8155948116639198
261,trailer truck,SUV,0.9125784606070793
262,trailer truck,Pickup Trucks,0.9016375889484693
263,trailer truck,Commercial Trucks,0.8754820075767222
264,trailer truck,Minivan,0.8547570706548814
265,trailer truck,Station Wagon,0.8456248731502488
266,trailer truck,Coupe,0.8388868172545629
267,trailer truck,Automotive,0.8388868172545629
268,trailer truck,Logistics and Transportation Industry,0.8387276738991974
269,trailer truck,Travel Accessories,0.821423961164201
270,trailer truck,Road-Side Assistance,0.8212318641977865
271,trailer truck,Auto Rentals,0.8190371965987558
272,trailer truck,Green Vehicles,0.8170378709556492
273,trailer truck,Auto Body Styles,0.8125549629524327
274,trailer truck,Auto Repair,0.8115073254535784
275,trailer truck,Automotive Industry,0.8087951328991575
276,Vehicle registration plate,Coupe,0.8557590866045329
277,Vehicle registration plate,Automotive,0.8557590866045329
278,Vehicle registration plate,Commercial Trucks,0.8354185430329562
279,Vehicle registration plate,Auto Parts,0.8342039668100363
280,Vehicle registration plate,Auto Type,0.8266291205700433
281,Vehicle registration plate,Auto Body Styles,0.8265583061964406
282,Vehicle registration plate,Automotive Industry,0.8227464064792498
283,Vehicle registration plate,Auto Rentals,0.81969083227422
284,Vehicle registration plate,Green Vehicles,0.8175283152015562
285,Vehicle registration plate,Road-Side Assistance,0.8157105556294532
286,Vehicle registration plate,Auto Repair,0.813256157156762
287,Vehicle registration plate,Luxury Cars,0.8090702306851771
288,Vehicle registration plate,Motorcycles,0.8061106882666205
289,car wheel,Coupe,0.8510119414242636
290,car wheel,Automotive,0.8510119414242636
291,car wheel,Station Wagon,0.8507973783147932
292,car wheel,Auto Type,0.8488626898427386
293,car wheel,Auto Repair,0.84568060047574
294,car wheel,Auto Parts,0.8449151456021917
295,car wheel,Auto Body Styles,0.8395584766382211
296,car wheel,SUV,0.836912560633168
297,car wheel,Automotive Industry,0.8369011441028429
298,car wheel,Travel,0.8342950343693933
299,car wheel,Minivan,0.824947627923432
300,car wheel,Auto Rentals,0.8236753343821894
301,car wheel,Travel Accessories,0.821750628577586
302,car wheel,Luxury Cars,0.8198275259283483
303,car wheel,Commercial Trucks,0.818646916489382
304,limousine,Minivan,0.8667198125864037
305,limousine,Coupe,0.8485340530901148
306,limousine,Automotive,0.8485340530901148
307,limousine,Station Wagon,0.842164418683971
308,limousine,Commercial Trucks,0.8420115747425303
309,limousine,Auto Rentals,0.8393532543273436
310,limousine,Luxury Cars,0.83236534048604
311,limousine,SUV,0.8317898452304193
312,limousine,Auto Type,0.8240018889923759
313,limousine,Van,0.8227461221783489
314,limousine,Auto Body Styles,0.8219265502999871
315,limousine,Travel,0.8209060169064053
316,limousine,Green Vehicles,0.8194937356329106
317,limousine,Logistics and Transportation Industry,0.8187603654402731
318,limousine,Road-Side Assistance,0.8183109939466416
319,minivan,Minivan,0.9860634986725173
320,minivan,Commercial Trucks,0.8758242766190116
321,minivan,Station Wagon,0.8716847336668647
322,minivan,Coupe,0.8704827622020536
323,minivan,Automotive,0.8704827622020536
324,minivan,SUV,0.866723822003201
325,minivan,Auto Body Styles,0.8500024600016858
326,minivan,Auto Type,0.8499478832993115
327,minivan,Green Vehicles,0.8495195183637967
328,minivan,Pickup Trucks,0.8491083854376713
329,minivan,Auto Rentals,0.8415798439815225
330,minivan,Auto Repair,0.8360239391171559
331,minivan,Automotive Industry,0.8249014119875197
332,minivan,Luxury Cars,0.8243204866806029
333,minivan,Convertible,0.8240215746874896
334,minivan,Motorcycles,0.8228662751296032
335,minivan,Van,0.8220587957385473
336,minivan,Road-Side Assistance,0.8214178330614021
337,Air brake,Aviation Industry,0.8491420963803826
338,Air brake,Air Travel,0.8480374721811843
339,Air brake,Commercial Trucks,0.8202804399607964
340,Air brake,Road-Side Assistance,0.8168808943564041
341,Air brake,Pickup Trucks,0.8108432870980186
342,Air brake,Business and Finance,0.7756467755973813
343,Air brake,Travel,0.7774770901011211
344,Air brake,Automotive,0.8151097600304381
345,Air brake,Auto Body Styles,0.7800947751256841
346,gas_station,Green Vehicles,0.8411484709935615
347,gas_station,Retail Property,0.8317541511182321
348,gas_station,Auto Repair,0.8222685961770011
349,gas_station,Retail Industry,0.814953737672129
350,gas_station,Automotive Industry,0.8112246480075769
351,gas_station,Commercial Trucks,0.8090489705564275
352,gas_station,Auto Type,0.8083956586949789
353,gas_station,Pickup Trucks,0.8050892258170487
354,gas_station,Auto Rentals,0.8041221792403629
355,gas_station,Grocery Shopping,0.8015061273098095
356,gas_station,Auto Parts,0.8013981090941145
357,gas_station,Auto Shows,0.8001048230777917
358,gas_station,Automotive,0.8102664181279067
359,gas_station,Real Estate,0.7772877433180345
360,gas_station,Business and Finance,0.7917699562258307
361,jeep,SUV,0.8603628548853122
362,jeep,Coupe,0.8588389951736426
363,jeep,Automotive,0.8588389951736426
364,jeep,Station Wagon,0.8513388839296989
365,jeep,Minivan,0.8492063394502671
366,jeep,Pickup Trucks,0.839999482169558
367,jeep,Commercial Trucks,0.8396538516198333
368,jeep,Auto Body Styles,0.8343620197323165
369,jeep,Auto Type,0.8331059279161224
370,jeep,Auto Repair,0.8302261570067855
371,jeep,Automotive Industry,0.8279918838265738
372,jeep,Auto Parts,0.8278447363617711
373,jeep,Luxury Cars,0.8263926190256433
374,jeep,Road-Side Assistance,0.826155785823055
375,jeep,Green Vehicles,0.8257804345843366
376,jeep,Motorcycles,0.8237660518453592
377,Vehicle,Coupe,0.9999999999999996
378,Vehicle,Automotive,0.9999999999999996
379,Vehicle,Commercial Trucks,0.8984219117301544
380,Vehicle,SUV,0.8934119839510439
381,Vehicle,Auto Type,0.8882819001116801
382,Vehicle,Minivan,0.8864668863776042
383,Vehicle,Auto Body Styles,0.8803753731241843
384,Vehicle,Station Wagon,0.8772097786741404
385,Vehicle,Automotive Industry,0.8743555812431538
386,Vehicle,Green Vehicles,0.8740917132856062
387,Vehicle,Van,0.8714050081419482
388,Vehicle,Auto Parts,0.8702004650397478
389,Vehicle,Convertible,0.869011750968136
390,Vehicle,Auto Repair,0.8684144465567835
391,Vehicle,Travel,0.8679973140657805
392,Vehicle,Pickup Trucks,0.8660338447462843
393,Vehicle,Auto Rentals,0.8603756936143221
394,Vehicle,Road-Side Assistance,0.8568635068050074
395,Vehicle,Media Industry,0.853615939719249
396,Vehicle,Motorcycles,0.8522197442202144
397,Vehicle,Birthday,0.8503053862279295
398,Vehicle,Luxury Cars,0.8491651649460086
399,Vehicle,Sports,0.8458996883131386
400,Vehicle,Healthy Living,0.8401465009674726
401,Vehicle,Prom,0.8396716881929542
402,Vehicle,Business and Finance,0.839578574271659
403,Vehicle,Movies,0.838957052729485
404,Vehicle,Travel Accessories,0.8371516716908797
405,Vehicle,Beauty,0.8346084663760899
406,Vehicle,Air Travel,0.8345420800519994
407,Vehicle,Auto Shows,0.8341705903196912
408,Vehicle,Education,0.8341655095956892
409,Vehicle,Shopping,0.832567938960626
410,Vehicle,Pets,0.8322503951147489
411,Vehicle,Science,0.831612333227376
412,Vehicle,Smartphones,0.829688395308368
413,Vehicle,Desktops,0.8288426893512474
414,Vehicle,Consumer Electronics,0.8284905791952853
415,Vehicle,Television,0.8241655194857067
416,Vehicle,Home Appliances,0.8217201617308258
417,Vehicle,Medical Health,0.8210565586279664
418,police van,Minivan,0.9024730000988472
419,police van,Commercial Trucks,0.8738826711798102
420,police van,Coupe,0.8655025127490751
421,police van,Automotive,0.8655025127490751
422,police van,SUV,0.8569845326775605
423,police van,Road-Side Assistance,0.8559509590284725
424,police van,Pickup Trucks,0.8457596364554029
425,police van,Green Vehicles,0.8359350902797389
426,police van,Station Wagon,0.8348227684079487
427,police van,Auto Type,0.8275224677752064
428,police van,Auto Repair,0.8250746456320595
429,police van,Auto Body Styles,0.8242681160278025
430,police van,Luxury Cars,0.8219075251659708
431,police van,Van,0.8194405597458062
432,police van,Automotive Industry,0.8164576969131221
433,moving van,Minivan,0.9144168291735488
434,moving van,SUV,0.8741171838570791
435,moving van,Commercial Trucks,0.8718456546225833
436,moving van,Coupe,0.8634945927390434
437,moving van,Automotive,0.8634945927390434
438,moving van,Pickup Trucks,0.8562440561445057
439,moving van,Station Wagon,0.846781870604481
440,moving van,Road-Side Assistance,0.8378880824648884
441,moving van,Green Vehicles,0.8370650829729074
442,moving van,Auto Type,0.836006308358034
443,moving van,Auto Repair,0.8333713865415984
444,moving van,Van,0.8322816143680283
445,moving van,Auto Rentals,0.8293236996141153
446,moving van,Travel Accessories,0.8285126524654906
447,moving van,Logistics and Transportation Industry,0.8284842547330962
448,moving van,Auto Body Styles,0.8242427114201031
449,moving van,Travel,0.8206772143740206
450,Van,Van,1.0000000000000007
451,Van,Coupe,0.8714050081419482
452,Van,Automotive,0.8714050081419482
453,Van,Travel,0.8680395681825965
454,Van,SUV,0.8394018869006301
455,Van,Commercial Trucks,0.8373567605035384
456,Van,Minivan,0.8345703623955167
457,Van,Rail Travel,0.832956016850259
458,Van,Pickup Trucks,0.83180291312922
459,Van,Business and Finance,0.8309559543949718
460,Van,Station Wagon,0.8295195789731997
461,Van,Birthday,0.8263545809834568
462,Van,Education,0.8234581643884349
463,Van,Beauty,0.8228691823316172
464,Van,Healthy Living,0.8206041243621638
465,car_interior,Auto Type,0.8724623295456155
466,car_interior,Auto Parts,0.8721762955652759
467,car_interior,Auto Repair,0.8672925040760817
468,car_interior,Auto Body Styles,0.8621354725738614
469,car_interior,Automotive Industry,0.8564544015904662
470,car_interior,Coupe,0.8464650136054838
471,car_interior,Automotive,0.8464650136054838
472,car_interior,Auto Rentals,0.840269819997791
473,car_interior,Commercial Trucks,0.8351773915898136
474,car_interior,Luxury Cars,0.8334721999467726
475,car_interior,Green Vehicles,0.8304189180312593
476,car_interior,Minivan,0.8281961154528983
477,car_interior,Auto Shows,0.8144876379397638
478,car_interior,Road-Side Assistance,0.8064413816971162
479,car_interior,Travel Accessories,0.8002273001753419
480,"Air horn, truck horn",SUV,0.8716460972255814
481,"Air horn, truck horn",Pickup Trucks,0.8526793154735308
482,"Air horn, truck horn",Commercial Trucks,0.8307879145041912
483,"Air horn, truck horn",Coupe,0.8278761995452082
484,"Air horn, truck horn",Automotive,0.8278761995452082
485,"Air horn, truck horn",Auto Parts,0.8194989501715606
486,"Air horn, truck horn",Musical Instruments,0.8178864717306464
487,"Air horn, truck horn",Road-Side Assistance,0.8164863774052047
488,"Air horn, truck horn",Travel Accessories,0.8086769969286194
489,"Air horn, truck horn",Auto Body Styles,0.8037827369801694
490,garbage truck,SUV,0.8874597428807379
491,garbage truck,Pickup Trucks,0.8710344209972615
492,garbage truck,Commercial Trucks,0.8503170801784781
493,garbage truck,Green Vehicles,0.8440665961687838
494,garbage truck,Minivan,0.8433771147229858
495,garbage truck,Coupe,0.8340368971536685
496,garbage truck,Automotive,0.8340368971536685
497,garbage truck,Station Wagon,0.8294177836653298
498,garbage truck,Road-Side Assistance,0.8213621000904161
499,garbage truck,Logistics and Transportation Industry,0.8135233959343953
500,garbage truck,Auto Type,0.8114368884392669
501,garbage truck,Auto Repair,0.8109814681059302
502,garbage truck,Van,0.8106823811219404
503,garbage truck,Auto Body Styles,0.8010177643341165
504,garbage truck,Luxury Cars,0.8000322589364799
505,Land vehicle,Commercial Trucks,0.9255555745172265
506,Land vehicle,Coupe,0.9031314973840141
507,Land vehicle,Automotive,0.9031314973840141
508,Land vehicle,SUV,0.8931276112555799
509,Land vehicle,Green Vehicles,0.8760759484785081
510,Land vehicle,Pickup Trucks,0.8751746125923684
511,Land vehicle,Minivan,0.8738911800370467
512,Land vehicle,Auto Type,0.8667640483244321
513,Land vehicle,Station Wagon,0.8667084985024515
514,Land vehicle,Automotive Industry,0.8645047441921114
515,Land vehicle,Road-Side Assistance,0.8561873116602188
516,Land vehicle,Auto Rentals,0.8558905340922861
517,Land vehicle,Auto Body Styles,0.8551080955295756
518,Land vehicle,Motorcycles,0.8506630448066266
519,Land vehicle,Auto Parts,0.8490983009992047
520,Land vehicle,Travel Accessories,0.8475292075281746
521,Land vehicle,Logistics and Transportation Industry,0.8416023093835362
522,Land vehicle,Auto Repair,0.8411094941436559
523,Land vehicle,Land and Farms,0.8406650893233478
524,Land vehicle,Large Animals,0.8395159639499653
525,Land vehicle,Air Travel,0.8305829656937866
526,Land vehicle,Luxury Cars,0.8300787313662485
527,Land vehicle,Rail Travel,0.8284125472992236
528,Land vehicle,Convertible,0.8281271652100202
529,Land vehicle,Travel,0.8229106017270895
530,Land vehicle,Camping,0.8207712562116135
531,Land vehicle,Aviation Industry,0.8203939821640042
532,Auto part,Auto Parts,0.9108718415987279
533,Auto part,Auto Repair,0.9042239519942273
534,Auto part,Automotive Industry,0.8933804498756202
535,Auto part,Auto Type,0.8832187941910912
536,Auto part,Coupe,0.8730413334017142
537,Auto part,Automotive,0.8730413334017142
538,Auto part,Auto Body Styles,0.8679386873756911
539,Auto part,Auto Shows,0.8604487790732782
540,Auto part,Commercial Trucks,0.8539282876274333
541,Auto part,SUV,0.8455835278156028
542,Auto part,Home Appliances,0.8453805082198992
543,Auto part,Auto Rentals,0.8425324229132273
544,Auto part,Minivan,0.8393051740942813
545,Auto part,Luxury Cars,0.8390905669511135
546,Auto part,Road-Side Assistance,0.8381199244043518
547,Auto part,Green Vehicles,0.8321661463328036
548,Auto part,Consumer Electronics,0.8320633905588881
549,Auto part,Station Wagon,0.8316182239988595
550,Auto part,Pickup Trucks,0.8265567926394078
551,Auto part,Household Supplies,0.8245244414286883
552,Auto part,Home Improvement,0.822938290932271
553,Auto part,Retail Industry,0.8210746095099839
554,Aircraft,Air Travel,0.9126355979522738
555,Aircraft,Aviation Industry,0.8952388514761269
556,Aircraft,Coupe,0.8700071459699807
557,Aircraft,Automotive,0.8700071459699807
558,Aircraft,Birds,0.8691113003439409
559,Aircraft,SUV,0.8657186383358149
560,Aircraft,Pickup Trucks,0.8656104146479495
561,Aircraft,Commercial Trucks,0.8654620770423689
562,Aircraft,Motorcycles,0.8586814127474538
563,Aircraft,Pets,0.8580943933604306
564,Aircraft,Desktops,0.8460788976454161
565,Aircraft,Fine Art,0.8430310737153713
566,Aircraft,Auto Body Styles,0.8421111734359255
567,Aircraft,Cruises,0.8392000711237386
568,Aircraft,Consumer Electronics,0.8384856569416398
569,Aircraft,Laptops,0.8382526211354863
570,Aircraft,Green Vehicles,0.8381032099435184
571,Aircraft,Travel Accessories,0.8350159596934735
572,Aircraft,Houses,0.8343001515932307
573,Aircraft,Smartphones,0.833136881710985
574,Aircraft,Home Appliances,0.8322365295274066
575,Aircraft,Musical Instruments,0.8319910292671093
576,Aircraft,Auto Rentals,0.8299327411379961
577,Aircraft,Cats,0.8292238084049572
578,Aircraft,Automotive Industry,0.8286438095744564
579,Aircraft,Auto Parts,0.8278158247169727
580,Aircraft,Apartments,0.8273249776221412
581,Aircraft,Minivan,0.8273014602715019
582,Aircraft,Luxury Cars,0.8270773884051107
583,Aircraft,Rail Travel,0.8247273016879357
584,Aircraft,Auto Type,0.8240591952209789
585,Aircraft,Camping,0.8204976798470526
586,Aircraft,Station Wagon,0.8202217540120063
587,Aircraft engine,Aviation Industry,0.8636273908846213
588,Aircraft engine,Air Travel,0.860795786825791
589,Aircraft engine,Coupe,0.8323638423703728
590,Aircraft engine,Automotive,0.8323638423703728
591,Aircraft engine,Automotive Industry,0.8291959813343923
592,Aircraft engine,SUV,0.8235188105085992
593,Aircraft engine,Commercial Trucks,0.8204447921907387
594,Aircraft engine,Motorcycles,0.8185961300934103
595,Aircraft engine,Auto Body Styles,0.8185541557076987
596,Aircraft engine,Auto Parts,0.8134767103621068
597,Aircraft engine,Green Vehicles,0.8090942395415789
598,Aircraft engine,Pickup Trucks,0.8084369767132898
599,Aircraft engine,Road-Side Assistance,0.8049778023788698
600,Aircraft engine,Home Appliances,0.8046790509644043
601,Aircraft engine,Auto Repair,0.804535502343531
602,seat belt,Coupe,0.8380809811408303
603,seat belt,Automotive,0.8380809811408303
604,seat belt,Auto Parts,0.82689732185617
605,seat belt,Station Wagon,0.823583250209077
606,seat belt,Road-Side Assistance,0.8223054076942131
607,seat belt,Auto Type,0.8183112720116877
608,seat belt,Commercial Trucks,0.8119042447919799
609,seat belt,Travel Accessories,0.8096847744684592
610,seat belt,Auto Repair,0.8086772152539811
611,seat belt,Green Vehicles,0.8040555496677046
